sentiment,review
0," Self-Indulgent and Overrated: Anyone who can compare this to good glam rock or the Stones must not have listened to that great music very carefully. From its overdone beginning songs, to the self-indulgent suicide ballad, to the lyrically trite ""Texture of A Girl,"" the album's few interesting/fun moments are ruined by it's sad attempts at depth. My message: stick to real glam rock, not this sad, shallow imitation."
0," NOT A GERBER: ok as a multi-tool: This IS NOT A GERBER BRAND MULTI TOOL!!!!It is cheap price for what it is.The one that I receive did not have the main blade sharpened at all, it was blank."
1," absolutely awesome: I have listened to this CD over and over and I just cannot get enough. My favorite tune is Night Crawler, but the rest of the songs are superb as well. I just wish I could find guitar tablature for all his tunes. His style of playing is what I aspire to."
1," great book: Great book, this book breaks down abuse in small sections so its easy to understand. Also she uses examples of sessions so its easier to identify with others."
1," Not A Calculus Made Easy, But A Good Book: There is no doubt in my mind that this book is not supposed to be similar to Silvanus Thompson's Calculus Made Easy or books of that sort, rather this book is a literary journey through calculus that is not meant to teach you how to do it, but more or less teach you how it was brought about. I found the book to be verbose at times, but on the whole, decent reading material."
0," Broken!: We put this item on our gift registry and received it as a wedding gift last year. It worked wonderfully for about nine months, and after that it rapidly deteriorated until finally it wouldn't turn off and tried to brew coffee with no water all by itself, leaving us with a smoking coffeemaker and a scorched coffeepot. When I called Applica, they informed me that they would not honor the 1-year warranty because the product had apparantly sat on the shelf for a year before it was purchased, unbeknownst to us or to the person who gave it to us.My advice--stay away from Black & Decker! They used to be a good name, but with their policy of not honoring warranties, that good name shouldn't last for long!"
1," Great adventure for first-time players: One of the finest and rarest adventures for Basic D&D! It's so much fun to play through that I've begun many AD&D campaigns here (the conversion is simple). The mage Kavorquian (hehe!) has fallen, and his legacy must be recovered from his mysterious stronghold, and bequeathed to the rightful heir. Easy, right? If you only knew... ;) Can be used as the sequel to B11, or by itself, for levels 1-3."
1," generally excellent but one flaw so far: Love the steam features and the ease of use, but wish the cover where the cord goes into the back of the iron were longer and stronger. Too often the cord winds up under the iron instead of behind it."
0," Don't Bother: This book is what happens when a would-be author spots a growing trend and wants to cash in on it. The ""recipes"" are dreary, unimaginative, slightly altered retreads of what we've found in other (better!) books, and many are little more than ponderously described descriptions of how to prepare the basics that are already staples in our kitchens. If you want something really worthwhile, purchase Fran McCullough's ""The Low-Carb Cookbook,"" and hope that someone else of that caliber, ingenuity, and integrity, writes another book of that sort. This one isn't it."
0," gave me a migraine: All the flashing around from one scene to the next, horrible lighting, etc...where was the band? I'd rather plug myself into an electrical socket while standing next to a sprinkler than watch this video that gave me nothing but severe pain and visual disturbance. Retch!"
1," Don't Pick Up Hitch-hikers!!: Frank Lovejoy and Edmond O'Brien go on a fishing trip, but end up the hostages of William Talman, a hitch-hiker who has already killed other drivers, on a trip to Mexico where Talman wants to escape the authorities. The film is short, at seventy minutes, but that keeps the action moving right along. It's tightly edited, and the viewer gets a very real sense of the confinement of the two men. A lot of credit goes to director Ida Lupino, who establishes a mood of tension and desperation, as well as to the fine trio of actors who are all memorable in their roles. It's a smart thriller that will grab your attention and keep it to the very end."
